Age,Avg Monthly GB Download,Avg Monthly Long Distance Charges,City,CLTV,Contract,Country,Customer ID,Customer Status,Dependents,Device Protection Plan,Gender,Internet Service,Internet Type,Lat Long,Latitude,Longitude,Married,Monthly Charge,Multiple Lines,Number of Dependents,Number of Referrals,Offer,Online Backup,Online Security,Paperless Billing,Partner,Payment Method,Phone Service,Population,Premium Tech Support,Quarter,Referred a Friend,Satisfaction Score,Senior Citizen,State,Streaming Movies,Streaming Music,Streaming TV,Tenure in Months,Total Charges,Total Extra Data Charges,Total Long Distance Charges,Total Refunds,Total Revenue,Under 30,Unlimited Data,Zip Code,Churn
41,5.93,36.57,Port Debra,5699,Month-to-Month,United States,5216-JICVS,Churned,0,0,Female,1,1,"34.834446, -114.851475",34.834446,-114.851475,1,81.15,0,0,0,,1,1,0,0,Bank Withdrawal,0,67187,0,Q3,0,5,0,California,0,1,1,17,1291.65,0,582.04,0,1873.69,0,1,92439,1
61,19.21,0,Camposberg,3786,Two Year,United States,4566-LKYIW,Joined,0,0,Female,0,,"35.405999, -118.17584",35.405999,-118.17584,0,68.1,0,0,4,Offer B,0,0,0,0,Credit Card,0,61565,0,Q3,1,3,0,California,0,0,0,35,2508.35,0,0,0,2508.35,0,0,94958,0
18,26.18,42.16,Amyton,5003,Month-to-Month,United States,445-TPHVW,Stayed,2,0,Male,0,,"40.698396, -122.534724",40.698396,-122.534724,1,20.13,0,2,9,Offer D,0,0,0,0,Credit Card,1,91305,0,Q3,1,5,0,California,0,0,0,12,262.77,0,529.44,0,792.21,1,0,92696,0
45,26.48,25.66,Parkermouth,6180,One Year,United States,1921-IFUNE,Stayed,0,0,Male,1,3,"38.530135, -115.501442",38.530135,-115.501442,0,59.14,1,0,4,Offer D,1,0,0,0,Bank Withdrawal,1,25433,0,Q3,1,3,0,California,0,1,1,10,611.15,89.03,277.64,0,977.82,0,0,94732,0
37,57.7,0,Christophermouth,3928,Month-to-Month,United States,3183-UJSAU,Churned,2,0,Female,1,3,"41.693189, -120.363044",41.693189,-120.363044,0,63.63,0,2,0,Offer E,0,0,0,0,Bank Withdrawal,0,54510,0,Q3,0,5,0,California,1,1,1,8,527.38,66.5,0,0,593.88,0,0,90888,1
50,4.92,41.22,Lake Stephen,3108,One Year,United States,932-IROOL,Stayed,0,0,Male,0,,"40.090099, -123.255276",40.090099,-123.255276,0,126.22,0,0,8,Offer C,0,0,0,1,Bank Withdrawal,1,82919,0,Q3,1,4,0,California,0,0,0,6,752.19,0,243.86,10.23,985.82,0,0,92401,0
64,39.05,38.96,Port Donnashire,2810,Month-to-Month,United States,7427-AVNDP,Churned,0,1,Female,1,2,"40.29773, -116.646766",40.29773,-116.646766,1,67.91,0,0,10,Offer A,1,0,0,1,Credit Card,0,88996,1,Q3,1,5,0,California,1,0,0,64,4279.61,14.85,2322.23,0,6616.69,0,1,95026,1
53,39.99,0,Port Juliebury,2040,Month-to-Month,United States,3672-DEUVN,Joined,0,0,Female,0,,"41.755361, -116.677966",41.755361,-116.677966,0,42.57,0,0,0,Offer A,0,0,1,1,Credit Card,0,75588,0,Q3,0,3,0,California,0,0,0,8,367.06,0,0,0,367.06,0,0,94009,0
26,38.97,30.46,North Annton,5266,Month-to-Month,United States,4965-YFDSH,Joined,0,0,Male,0,,"41.346416, -124.100976",41.346416,-124.100976,0,97.93,0,0,0,Offer A,0,0,0,0,Credit Card,1,20240,0,Q3,0,4,0,California,0,0,0,31,2908.52,0,911.38,0,3819.9,1,0,95935,0
53,0,21.96,New Ryanport,4319,Two Year,United States,4230-HZINX,Stayed,0,0,Female,0,,"39.826975, -122.017977",39.826975,-122.017977,1,33.59,0,0,0,Offer D,0,0,0,0,Bank Withdrawal,0,78840,0,Q3,0,2,0,California,0,0,0,7,241.11,0,162.62,0,403.73,0,0,93770,0
29,14.76,0,Port Glennstad,6068,One Year,United States,4390-FRPIW,Churned,0,1,Male,1,2,"39.458127, -123.376307",39.458127,-123.376307,1,150.14,0,0,6,,0,0,1,1,Bank Withdrawal,1,82093,0,Q3,1,2,0,California,0,1,0,71,11308.1,0,0,0,11308.1,1,0,94189,1
53,29.79,17.95,Holmesfort,5244,Two Year,United States,3016-RZBLR,Stayed,0,1,Male,1,3,"36.234288, -115.231093",36.234288,-115.231093,1,30.91,1,0,0,,0,0,0,0,Bank Withdrawal,1,95943,1,Q3,0,1,0,California,0,1,1,30,888.61,0,562.59,0,1451.2,0,1,93710,0
34,4.91,18.79,New Corey,3836,Month-to-Month,United States,4658-SEDKZ,Joined,1,0,Male,0,,"40.271078, -120.875228",40.271078,-120.875228,0,59.23,0,1,0,Offer C,0,0,1,0,Bank Withdrawal,0,13661,0,Q3,0,3,0,California,0,0,0,1,62.75,70.26,20.26,43.67,109.6,0,0,94374,0
25,8.66,32.53,Lake Daniel,2051,One Year,United States,6171-LZGLI,Joined,2,1,Male,1,1,"38.943047, -114.362665",38.943047,-114.362665,1,10,0,2,0,,0,0,1,0,Bank Withdrawal,0,46831,1,Q3,0,4,0,California,1,0,0,36,367.77,0,1111.57,0,1479.34,1,0,91560,0
50,0,27.15,New Kellychester,3274,Two Year,United States,7401-ZUXGZ,Churned,0,0,Male,0,,"34.637689, -118.225831",34.637689,-118.225831,1,76.75,0,0,3,,0,0,1,1,Bank Withdrawal,1,53697,0,Q3,1,1,0,California,0,0,0,2,158.41,0,55.5,8.62,205.29,0,0,91356,1
50,33.98,0,West Jonathantown,2347,One Year,United States,5956-ZYUSI,Churned,0,1,Female,1,1,"38.353374, -124.23909",38.353374,-124.23909,0,46.17,0,0,0,Offer D,1,0,0,0,Bank Withdrawal,0,43825,0,Q3,0,3,0,California,1,0,0,10,430.09,8.93,0,0,439.02,0,0,94405,1
42,19.8,42.37,North David,3601,Two Year,United States,4753-ZPAAT,Joined,2,1,Male,1,3,"40.207998, -122.523807",40.207998,-122.523807,0,87.45,1,2,0,Offer B,0,0,1,1,Credit Card,1,77646,0,Q3,1,5,0,California,0,0,0,47,4515.64,0,1904.52,0,6420.16,0,1,94714,0
43,29.04,42.1,Port Sarahshire,3533,Month-to-Month,United States,8759-HMOQC,Joined,1,0,Male,1,3,"33.571216, -116.015629",33.571216,-116.015629,1,115.45,0,1,0,,0,0,1,0,Credit Card,1,38466,0,Q3,0,5,0,California,1,1,1,50,6002.27,85.17,2150.73,40.25,8197.92,0,0,95899,0
35,0,46.24,Lake Tyler,5314,Month-to-Month,United States,4977-CTTUA,Churned,0,0,Male,0,,"35.626309, -119.725461",35.626309,-119.725461,1,104.6,0,0,7,Offer A,0,0,1,1,Bank Withdrawal,0,55966,0,Q3,1,4,0,California,0,0,0,29,3175.04,0,1256.36,0,4431.4,0,0,96155,1
44,27.83,16.61,Gonzalezstad,5685,One Year,United States,4463-PIBAW,Churned,0,0,Male,1,2,"37.987735, -118.888522",37.987735,-118.888522,1,40.99,0,0,0,Offer A,1,1,0,0,Mailed Check,0,72825,1,Q3,0,2,0,California,1,1,0,32,1203.11,0,509.74,0,1712.85,0,0,93770,1
54,10.53,4.32,East Justinshire,6210,Two Year,United States,754-CUCUO,Stayed,0,0,Male,0,,"36.545116, -114.823357",36.545116,-114.823357,1,85.56,0,0,1,Offer A,0,0,0,1,Mailed Check,0,96643,0,Q3,1,1,0,California,0,0,0,37,3358.07,0,145.52,0,3503.59,0,0,95330,0
39,0,19.44,North Nathan,3003,Month-to-Month,United States,7173-OLKZZ,Churned,3,1,Male,1,3,"38.34893, -122.267855",38.34893,-122.267855,0,97.16,0,3,0,Offer C,0,0,0,1,Credit Card,1,67737,1,Q3,0,5,0,California,0,1,1,18,1675.32,0,359.33,0,2034.65,0,1,93116,1
53,0,0.46,Castroland,4293,Month-to-Month,United States,8559-WSFDJ,Churned,0,0,Female,0,,"35.051169, -119.995859",35.051169,-119.995859,0,48.92,0,0,0,Offer E,0,0,1,1,Bank Withdrawal,0,89561,0,Q3,1,1,0,California,0,0,0,49,2482.23,0,22.76,0,2504.99,0,0,93372,1
52,0,6.96,Brittanychester,4196,Two Year,United States,6353-MMUNS,Stayed,0,0,Male,0,,"38.656401, -123.294517",38.656401,-123.294517,0,69.71,0,0,9,Offer C,0,0,1,1,Credit Card,0,29677,0,Q3,1,1,0,California,0,0,0,50,3179.31,0,315.54,0,3494.85,0,0,94484,0
66,45.32,2.87,New Trevor,5743,Month-to-Month,United States,5516-HHXQY,Joined,3,0,Male,1,2,"39.289111, -118.667528",39.289111,-118.667528,1,46.11,0,3,0,,0,0,1,1,Credit Card,0,71324,0,Q3,0,5,1,California,0,1,1,25,1079.83,0,73.94,0,1153.77,0,1,93762,0
18,9.49,0,Shelleybury,5051,One Year,United States,7307-HRJUB,Stayed,0,0,Female,1,3,"36.553148, -115.538112",36.553148,-115.538112,1,107.32,0,0,0,,0,1,1,1,Bank Withdrawal,0,95833,0,Q3,0,2,0,California,0,0,1,46,5366.04,0,0,0,5366.04,1,0,92101,0
48,20.74,12.65,Port Lisa,6333,One Year,United States,6591-RHZOM,Stayed,0,0,Female,0,,"41.025981, -122.356501",41.025981,-122.356501,0,65.6,0,0,0,,0,0,1,0,Credit Card,0,11104,0,Q3,0,4,0,California,0,0,0,16,1137.44,0,211.96,0,1349.4,0,0,94935,0
49,0.29,0,Lake Sheilaborough,3236,One Year,United States,1588-JLUVJ,Joined,0,0,Female,0,,"36.81052, -118.480397",36.81052,-118.480397,1,64.75,0,0,4,,0,0,0,0,Bank Withdrawal,0,68482,0,Q3,1,3,0,California,0,0,0,49,3309.32,73.76,0,23.37,3359.71,0,0,90881,0
21,9.44,4.81,Port Kimberlystad,6378,Two Year,United States,8740-XSHQQ,Joined,0,0,Female,1,3,"39.349506, -123.722963",39.349506,-123.722963,1,82.28,1,0,0,Offer D,1,0,1,0,Bank Withdrawal,1,72454,1,Q3,0,1,0,California,0,0,1,26,2093.86,0,129.78,0,2223.64,1,0,92193,0
47,41.76,8.9,Mathisland,6226,Two Year,United States,5799-MNHPQ,Stayed,0,0,Male,0,,"33.502093, -122.753836",33.502093,-122.753836,1,58.83,0,0,1,Offer B,0,0,0,1,Credit Card,0,64988,0,Q3,1,5,0,California,0,0,0,57,3487.05,0,473.4,0,3960.45,0,0,90697,0
27,10.69,0,West Williamland,2399,Month-to-Month,United States,8100-PJEVQ,Joined,0,0,Male,1,3,"39.731854, -116.82817",39.731854,-116.82817,1,76.53,0,0,0,Offer E,1,1,1,1,Mailed Check,0,33014,1,Q3,0,2,0,California,1,0,0,10,703.82,0,0,16.05,687.77,1,0,95976,0
63,13.89,27.43,Michelleport,4943,Month-to-Month,United States,7135-GWKQP,Joined,1,0,Male,0,,"33.038796, -114.784239",33.038796,-114.784239,1,53.4,0,1,0,Offer A,0,0,0,1,Bank Withdrawal,1,62254,0,Q3,0,1,0,California,0,0,0,55,2905.62,0,1582.08,0,4487.7,0,0,90231,0
48,23.99,28.11,Melissafurt,5885,Two Year,United States,6957-QWGDN,Stayed,0,0,Female,0,,"37.257115, -123.59366",37.257115,-123.59366,1,85.29,0,0,0,Offer E,0,0,1,1,Mailed Check,0,40424,0,Q3,0,3,0,California,0,0,0,59,5126.23,0,1667.78,0,6794.01,0,0,92313,0
18,20.39,0,New Jamesstad,4863,Month-to-Month,United States,9091-EDZOS,Joined,0,0,Female,0,,"35.403631, -119.582375",35.403631,-119.582375,1,96.9,0,0,0,Offer A,0,0,0,0,Bank Withdrawal,0,85721,0,Q3,0,1,0,California,0,0,0,2,195.15,0,0,0,195.15,1,0,94029,0
30,11.47,35.12,Munoztown,3503,Month-to-Month,United States,6189-FRQXL,Stayed,0,0,Female,0,,"40.367155, -114.398083",40.367155,-114.398083,1,98.89,0,0,6,Offer C,0,0,1,0,Mailed Check,1,34122,0,Q3,1,4,0,California,0,0,0,21,2055.71,0,663.98,0,2719.69,0,0,91781,0
72,25.99,0,Hartmanmouth,2123,Two Year,United States,9442-VEIVK,Joined,0,0,Male,1,2,"41.206687, -121.543183",41.206687,-121.543183,1,96.95,1,0,0,Offer B,0,1,0,1,Bank Withdrawal,1,9751,0,Q3,0,4,1,California,0,1,0,25,2219.94,0,0,0,2219.94,0,0,94698,0
43,24.8,0,Michaelmouth,2436,Two Year,United States,3578-JPIIU,Stayed,0,0,Female,1,3,"37.433593, -119.705993",37.433593,-119.705993,1,24.61,0,0,0,Offer C,1,1,0,0,Credit Card,0,54442,0,Q3,0,5,0,California,1,0,0,30,691.25,18.53,0,0,709.78,0,1,91435,0
18,65.43,29.72,Williamsonbury,4454,Month-to-Month,United States,7367-FUAKG,Stayed,0,0,Male,1,2,"38.219963, -123.635061",38.219963,-123.635061,1,55.04,0,0,0,,1,1,1,1,Bank Withdrawal,1,59915,0,Q3,0,2,0,California,0,0,1,12,596.35,0,344.42,0,940.77,1,1,92523,0
54,0,33.46,Petertown,4827,One Year,United States,590-LWYWR,Stayed,2,0,Female,0,,"38.752663, -123.324121",38.752663,-123.324121,0,76.03,0,2,0,Offer B,0,0,1,0,Bank Withdrawal,0,94528,0,Q3,0,1,0,California,0,0,0,36,2532.28,0,1276.47,0,3808.75,0,0,95804,0
50,3.77,13.95,Mauriceburgh,2846,One Year,United States,7286-HNGKE,Joined,0,0,Male,1,2,"36.511757, -116.955252",36.511757,-116.955252,1,143.68,0,0,7,Offer C,1,1,1,1,Credit Card,0,35026,0,Q3,1,5,0,California,0,1,0,66,9431.27,77.82,985.76,0,10494.85,0,0,92246,0
70,37.41,43.73,Mcintyrestad,4317,Two Year,United States,1332-FLUKT,Joined,0,0,Male,1,3,"32.601009, -117.644991",32.601009,-117.644991,0,57.16,0,0,0,,1,0,1,0,Bank Withdrawal,0,17349,0,Q3,0,1,1,California,0,1,1,5,281.85,0,217.95,0,499.8,0,1,95613,0
67,38.08,0,Torresside,5955,Two Year,United States,821-FZUOV,Joined,2,1,Male,1,2,"37.807528, -121.645083",37.807528,-121.645083,1,125.44,0,2,0,Offer D,1,0,1,0,Credit Card,0,82561,0,Q3,0,2,1,California,1,1,1,60,7680.22,0,0,0,7680.22,0,1,95349,0
37,43.16,16.57,Cooleyhaven,5485,Two Year,United States,4171-YVTYM,Joined,0,0,Female,1,3,"35.203437, -118.186375",35.203437,-118.186375,1,99.02,0,0,0,Offer B,1,1,0,0,Credit Card,0,58802,1,Q3,0,5,0,California,1,1,0,1,96.3,84.07,15.07,0,195.44,0,1,93691,0
37,19.25,42.51,North Karen,2566,Month-to-Month,United States,5987-TBQYG,Churned,0,0,Male,1,1,"33.368749, -115.573572",33.368749,-115.573572,1,34.77,1,0,0,Offer A,1,0,0,1,Bank Withdrawal,1,60410,0,Q3,0,5,0,California,1,0,1,21,731.64,0,867.81,0,1599.45,0,1,93598,1
18,28.55,0,Hillborough,4921,Month-to-Month,United States,3776-HDZCN,Joined,0,1,Female,1,3,"32.906808, -117.437615",32.906808,-117.437615,1,105.11,0,0,5,,0,0,0,1,Credit Card,0,19199,1,Q3,1,1,0,California,1,0,1,100,10523.93,0,0,0,10523.93,1,0,92183,0
26,54.27,1.51,Rodgersborough,5814,Month-to-Month,United States,374-YXWLM,Joined,0,0,Male,1,3,"34.854403, -124.293592",34.854403,-124.293592,0,104.27,0,0,0,,0,1,1,1,Bank Withdrawal,1,70678,0,Q3,0,4,0,California,0,0,0,1,98.76,14.18,1.45,0,114.39,1,1,91327,0
57,14.11,30.31,West Brianville,2573,One Year,United States,8638-TBRMN,Joined,0,1,Female,1,3,"36.761368, -114.86078",36.761368,-114.86078,1,106,0,0,0,Offer B,1,1,0,0,Bank Withdrawal,1,59366,0,Q3,0,2,0,California,1,1,0,1,101.56,0,29.09,0,130.65,0,1,92653,0
35,34.14,0,North Andrewfurt,3021,Month-to-Month,United States,4090-YCMHB,Stayed,0,0,Male,0,,"35.302623, -123.922449",35.302623,-123.922449,1,98.2,0,0,5,Offer B,0,0,1,0,Bank Withdrawal,1,79594,0,Q3,1,2,0,California,0,0,0,19,2015.3,38.55,0,0,2053.85,0,0,94099,0
37,0,0.76,Kimberlyville,4105,Two Year,United States,9839-CHHLB,Joined,2,1,Male,1,1,"39.880082, -118.718911",39.880082,-118.718911,1,91.98,1,2,0,,0,1,0,1,Bank Withdrawal,1,39129,1,Q3,0,5,0,California,1,0,1,26,2154.07,0,18.64,0,2172.71,0,0,92736,0
56,4.9,15.02,Elizabethport,4229,One Year,United States,426-TRSPO,Stayed,0,0,Female,0,,"37.944902, -120.506587",37.944902,-120.506587,0,87.34,0,0,0,,0,0,0,1,Credit Card,1,54282,0,Q3,0,1,0,California,0,0,0,55,4623.17,0,797.17,0,5420.34,0,0,94212,0
34,27.48,35.02,North Tara,3748,One Year,United States,5768-PWPSV,Stayed,0,0,Female,1,3,"35.647111, -114.867505",35.647111,-114.867505,1,41.59,0,0,0,Offer E,0,1,1,1,Bank Withdrawal,1,34081,1,Q3,0,4,0,California,0,0,1,40,1764.98,0,1355.34,0,3120.32,0,1,94912,0
55,29.82,6.89,Mooreview,6316,Month-to-Month,United States,1537-BBRNT,Stayed,0,0,Female,1,3,"39.214122, -115.175785",39.214122,-115.175785,1,49.3,0,0,4,Offer B,0,0,0,1,Credit Card,1,33329,0,Q3,1,4,0,California,0,0,0,51,2684.34,0,349.13,0,3033.47,0,1,92333,0
66,51.85,4.01,Toddmouth,6311,Month-to-Month,United States,8410-CYMPG,Stayed,1,0,Male,0,,"38.919163, -119.243387",38.919163,-119.243387,1,74.89,0,1,0,Offer A,0,0,1,0,Bank Withdrawal,0,47568,0,Q3,0,4,1,California,0,0,0,35,2830.2,0,131.69,0,2961.89,0,0,92576,0
42,0,21.29,Johnshire,2412,Month-to-Month,United States,2576-VEKXB,Churned,1,0,Male,0,,"36.310985, -122.242194",36.310985,-122.242194,1,93.4,0,1,0,Offer D,0,0,1,0,Bank Withdrawal,0,61863,0,Q3,0,5,0,California,0,0,0,74,6816.63,0,1523.69,0,8340.32,0,0,94977,1
40,30.56,0,Fosterberg,5354,One Year,United States,510-JIOCZ,Stayed,0,0,Male,1,3,"39.248851, -121.603064",39.248851,-121.603064,1,90.51,0,0,4,Offer B,1,0,0,0,Bank Withdrawal,1,96009,1,Q3,1,2,0,California,0,0,1,19,1809.77,0,0,15.52,1794.25,0,0,96072,0
18,16.97,2.4,North Michaelton,3950,Month-to-Month,United States,8355-XKOCN,Joined,2,0,Female,1,3,"34.783994, -116.965785",34.783994,-116.965785,0,67.71,0,2,0,,1,1,1,0,Credit Card,1,20297,0,Q3,0,5,0,California,1,0,1,4,245.48,0,10.51,0,255.99,1,1,95774,0
18,31.23,36.45,Fischerton,6329,Month-to-Month,United States,9643-MMLTM,Churned,0,0,Male,0,,"38.022824, -115.566422",38.022824,-115.566422,1,98.12,0,0,0,Offer B,0,0,0,0,Credit Card,0,91966,0,Q3,0,3,0,California,0,0,0,16,1422.96,0,591.05,0,2014.01,1,0,91779,1
57,0,0,Riverafort,4314,Two Year,United States,9202-BWOWZ,Joined,0,1,Male,1,3,"40.545535, -114.995267",40.545535,-114.995267,1,127.55,0,0,0,Offer C,0,0,1,0,Bank Withdrawal,1,2763,0,Q3,0,3,0,California,0,0,1,17,2239.45,0,0,0,2239.45,0,1,91757,0
39,0,0,Rowechester,4587,Two Year,United States,3809-WSSDD,Churned,1,1,Female,1,2,"34.198928, -116.067793",34.198928,-116.067793,1,60.07,0,1,0,Offer B,0,1,0,0,Bank Withdrawal,1,68531,1,Q3,0,2,0,California,0,1,1,1,62.62,0,0,0,62.62,0,0,93368,1
42,53.36,31.9,New Johnbury,4033,Month-to-Month,United States,430-FRNCM,Churned,2,0,Male,1,1,"36.201754, -121.236498",36.201754,-121.236498,0,23.94,1,2,6,Offer B,0,0,1,1,Bank Withdrawal,1,86739,0,Q3,1,4,0,California,0,1,1,56,1242.96,0,1900.94,42.46,3101.44,0,0,90012,1
44,27.14,7.38,Victoriaport,5314,Month-to-Month,United States,8295-LBZGY,Stayed,1,0,Female,1,3,"40.485427, -121.478829",40.485427,-121.478829,1,94.21,0,1,6,Offer E,0,1,1,1,Bank Withdrawal,0,77558,0,Q3,1,5,0,California,1,0,1,12,1051.53,0,84.01,3.17,1132.37,0,0,95223,0
38,4.91,45.19,Michaelhaven,3416,Two Year,United States,5555-QRVUY,Stayed,1,0,Female,1,3,"38.611511, -121.032376",38.611511,-121.032376,0,86.49,0,1,0,Offer D,1,1,0,1,Bank Withdrawal,0,7684,1,Q3,0,5,0,California,0,1,0,38,3557.58,0,1568.87,21.11,5105.34,0,0,95813,0
54,28.04,33.89,East Laura,4042,Month-to-Month,United States,7242-GIMSS,Churned,0,1,Male,1,2,"38.277922, -115.626109",38.277922,-115.626109,0,44.94,1,0,5,Offer E,1,0,1,1,Credit Card,1,28093,0,Q3,1,4,0,California,0,0,0,75,3452.37,69.08,2426.54,0,5947.99,0,1,90387,1
36,12.55,25.84,Bennettport,2755,Two Year,United States,6091-DTDZZ,Joined,3,0,Female,0,,"33.754577, -114.5369",33.754577,-114.5369,0,56.71,0,3,7,Offer E,0,0,1,0,Bank Withdrawal,0,39847,0,Q3,1,4,0,California,0,0,0,1,55.96,0,27.84,0,83.8,0,0,90079,0
81,0,2.88,Dukebury,5471,Two Year,United States,6939-WZWEF,Stayed,0,0,Female,0,,"41.020601, -117.320859",41.020601,-117.320859,0,32.01,0,0,8,Offer E,0,0,0,1,Bank Withdrawal,1,41781,0,Q3,1,2,1,California,0,0,0,1,33.37,0,2.98,0,36.35,0,0,92067,0
46,0,0,East Stevenfurt,3565,Month-to-Month,United States,2632-ERVVS,Churned,2,1,Male,1,3,"36.313629, -122.746263",36.313629,-122.746263,1,43.91,0,2,0,,0,1,0,1,Credit Card,0,30776,0,Q3,0,2,0,California,1,1,1,49,2166.86,0,0,0,2166.86,0,0,93310,1
39,0,0,North Lisaside,4314,Month-to-Month,United States,1636-KNTXE,Joined,0,0,Male,1,3,"38.363542, -116.546018",38.363542,-116.546018,0,118.45,1,0,7,Offer D,1,0,0,0,Credit Card,1,2081,1,Q3,1,4,0,California,0,1,1,36,4239.91,62.63,0,0,4302.54,0,0,92893,0
42,27.03,2.93,Thomasshire,2744,One Year,United States,2253-QTENJ,Joined,0,0,Male,1,2,"37.19401, -115.969381",37.19401,-115.969381,0,58.5,0,0,5,Offer D,1,0,0,1,Bank Withdrawal,0,75851,1,Q3,1,1,0,California,0,0,0,53,3298.42,0,145.69,0,3444.11,0,1,93234,0
37,4.7,13.08,Laurastad,4951,Month-to-Month,United States,1509-IIRBN,Joined,0,1,Female,1,2,"37.342304, -122.168528",37.342304,-122.168528,1,30.03,1,0,2,,0,0,1,1,Credit Card,1,96901,1,Q3,1,2,0,California,1,0,0,62,1714.28,0,842.93,0,2557.21,0,1,90922,0
43,0,0,Port Margaret,4167,Two Year,United States,6948-TNJXG,Joined,3,0,Male,0,,"40.895501, -117.295617",40.895501,-117.295617,0,28.24,1,3,0,Offer D,0,0,0,1,Bank Withdrawal,1,24656,0,Q3,0,3,0,California,0,0,0,12,310.71,0,0,0,310.71,0,0,92316,0
39,0.93,16.68,Greenhaven,3155,Month-to-Month,United States,3000-WYTUI,Stayed,0,0,Female,0,,"33.653622, -119.479045",33.653622,-119.479045,0,93.17,0,0,3,Offer A,0,0,1,0,Bank Withdrawal,1,52159,0,Q3,1,5,0,California,0,0,0,52,5110.94,3.34,851.62,0,5965.9,0,0,94412,0
50,34.14,17.61,Theresastad,2427,Month-to-Month,United States,9444-OUHUG,Churned,2,0,Female,0,,"34.936371, -120.900389",34.936371,-120.900389,1,10,0,2,2,Offer A,0,0,0,1,Bank Withdrawal,0,41454,0,Q3,1,4,0,California,0,0,0,18,196.29,0,306,0,502.29,0,0,96115,1
61,14.6,47.69,Ochoaport,4841,One Year,United States,770-BPDDW,Joined,1,0,Male,1,2,"34.24694, -118.471403",34.24694,-118.471403,1,10,1,1,0,Offer D,0,0,0,0,Credit Card,1,93343,1,Q3,0,1,0,California,1,0,1,58,544.93,22.33,2604.31,0,3171.57,0,1,95817,0
51,0.4,0,Martinezview,4385,Month-to-Month,United States,9845-BIWCL,Churned,2,0,Male,0,,"41.754427, -122.712882",41.754427,-122.712882,0,80.65,0,2,0,Offer A,0,0,1,1,Credit Card,1,30159,0,Q3,0,4,0,California,0,0,0,1,79.64,43.84,0,0,123.48,0,0,90518,1
37,38.45,36.6,Fredview,5738,Month-to-Month,United States,9949-QKGYK,Stayed,1,1,Male,1,3,"41.874479, -119.604191",41.874479,-119.604191,0,81.55,0,1,1,Offer C,0,1,0,0,Bank Withdrawal,0,30702,1,Q3,1,1,0,California,0,1,0,1,80.74,0,35.2,0,115.94,0,1,95003,0
78,33.05,10.2,Brandonborough,4134,Two Year,United States,9301-DCSSE,Stayed,0,0,Male,0,,"38.647933, -122.395056",38.647933,-122.395056,1,10,0,0,0,,0,0,1,0,Bank Withdrawal,0,29824,0,Q3,0,3,1,California,0,0,0,1,10.15,0,10.07,0,20.22,0,0,93468,0
55,51.82,31.76,Rachelmouth,2595,Two Year,United States,5775-SOBJN,Churned,1,0,Male,1,3,"39.596007, -121.584261",39.596007,-121.584261,1,88.08,0,1,0,,0,1,0,0,Credit Card,1,61264,1,Q3,0,4,0,California,0,0,1,35,3174.99,0,1110.75,0,4285.74,0,0,90883,1
67,0,44.77,Lake Julie,5693,Month-to-Month,United States,3492-DNZXH,Stayed,1,0,Female,1,3,"34.684539, -122.773809",34.684539,-122.773809,1,62.72,1,1,8,,1,0,0,1,Bank Withdrawal,1,66257,0,Q3,1,4,1,California,1,0,1,13,737.43,0,609.71,0,1347.14,0,0,95212,0
28,54.38,0,North Phillipport,5228,Month-to-Month,United States,6906-LSHQV,Joined,0,0,Female,1,3,"40.308751, -122.779481",40.308751,-122.779481,1,37.55,0,0,2,Offer C,0,0,0,0,Bank Withdrawal,0,8690,0,Q3,1,2,0,California,1,1,0,27,968.66,0,0,0,968.66,1,1,93054,0
57,12.53,41.06,Port Timothy,4451,One Year,United States,6986-PROYC,Stayed,2,0,Male,1,3,"35.619861, -122.104479",35.619861,-122.104479,0,106.99,0,2,0,,0,1,0,0,Bank Withdrawal,0,14726,1,Q3,0,5,0,California,1,1,1,23,2291.17,0,933.34,0,3224.51,0,1,95436,0
40,0,28.3,South Randallborough,5648,Month-to-Month,United States,3230-DUWLR,Joined,3,0,Male,0,,"39.009184, -117.186328",39.009184,-117.186328,0,66.35,1,3,0,Offer D,0,0,1,1,Bank Withdrawal,1,84852,0,Q3,0,4,0,California,0,0,0,74,4746.75,0,2292.87,0,7039.62,0,0,95539,0
33,18.8,0,Salazarland,2963,One Year,United States,8841-JDPOX,Stayed,0,0,Male,0,,"37.980478, -118.97421",37.980478,-118.97421,0,88.23,0,0,8,Offer D,0,0,0,0,Credit Card,0,14454,0,Q3,1,3,0,California,0,0,0,16,1295.87,0,0,0,1295.87,0,0,90018,0
81,0,0,Lake Michaelborough,3749,Month-to-Month,United States,1916-BMHAS,Joined,0,1,Female,1,3,"38.158733, -114.988279",38.158733,-114.988279,0,91.17,0,0,10,Offer E,0,1,1,0,Bank Withdrawal,0,73781,1,Q3,1,2,1,California,0,0,0,77,7696.68,0,0,0,7696.68,0,0,94614,0
62,21.81,2.89,North Victoriahaven,5203,Month-to-Month,United States,3340-OFSQM,Stayed,0,0,Male,0,,"32.928794, -123.451965",32.928794,-123.451965,0,42.61,1,0,0,Offer A,0,0,1,0,Bank Withdrawal,1,80952,0,Q3,0,5,0,California,0,0,0,25,1128.19,0,74.26,0,1202.45,0,0,94986,0
18,0,20.97,Port Larrymouth,4391,Two Year,United States,5397-XNNVZ,Churned,0,1,Male,1,3,"36.227233, -114.19411",36.227233,-114.19411,1,80.17,0,0,0,Offer B,0,0,0,0,Credit Card,1,4765,0,Q3,0,4,0,California,0,0,1,1,84.64,0,20.43,0,105.07,1,0,94753,1
