Age,Avg Monthly GB Download,Avg Monthly Long Distance Charges,CLTV,Contract,Internet Service,Internet Type,Monthly Charge,Multiple Lines,Phone Service,Population,Satisfaction Score,Streaming Movies,Streaming Music,Streaming TV,Tenure in Months,Total Charges,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Unlimited Data,Churn
36,9.88,0.0,3133,One Year,1,Fiber Optic,41.26,0,0,83537,3,1,1,1,49,2184.35,47.15,0.0,2231.5,1,1
74,21.39,0.0,4716,Month-to-Month,0,Fiber Optic,19.97,0,0,51130,2,0,0,0,22,443.25,0.0,0.0,443.25,0,1
60,26.79,30.29,3347,Month-to-Month,0,Fiber Optic,81.2,0,1,91214,5,0,0,0,21,1864.99,0.0,696.26,2534.08,0,0
18,4.42,25.61,4919,Month-to-Month,0,Fiber Optic,59.85,1,1,68746,3,0,0,0,46,2846.75,0.0,1094.01,3940.76,0,0
33,0.0,38.52,4974,Month-to-Month,1,Fiber Optic,47.46,1,1,8879,1,1,0,0,1,47.97,0.0,39.76,87.73,0,1
22,28.17,0.0,5598,Month-to-Month,1,Fiber Optic,35.38,0,1,18943,5,1,1,0,35,1168.4,49.68,0.0,1218.08,0,0
27,26.25,0.0,4655,Month-to-Month,0,Fiber Optic,84.8,1,1,55925,2,0,0,0,25,1987.71,0.0,0.0,1987.71,0,0
62,35.16,0.0,6381,One Year,0,Fiber Optic,117.08,1,1,38943,3,0,0,0,46,5518.99,0.0,0.0,5518.99,0,0
26,0.0,19.58,2238,Two Year,1,Fiber Optic,52.85,0,0,22993,2,0,0,0,36,1978.59,0.0,688.04,2649.48,0,1
49,55.69,0.0,4150,One Year,0,Fiber Optic,90.17,0,1,99762,4,0,0,0,28,2437.9,0.0,0.0,2437.9,0,0
35,35.96,16.68,6161,Two Year,0,Fiber Optic,77.45,0,0,26973,3,0,0,0,49,3489.95,0.0,796.61,4286.56,0,0
41,7.49,31.34,4090,One Year,1,DSL,14.29,0,0,57933,2,0,1,1,40,577.66,0.0,1308.76,1886.42,1,0
41,5.93,36.57,5699,Month-to-Month,1,Cable,81.15,0,0,67187,5,0,1,1,17,1291.65,0.0,582.04,1873.69,1,1
61,19.21,0.0,3786,Two Year,0,Fiber Optic,68.1,0,0,61565,3,0,0,0,35,2508.35,0.0,0.0,2508.35,0,0
18,26.18,42.16,5003,Month-to-Month,0,Fiber Optic,20.13,0,1,91305,5,0,0,0,12,262.77,0.0,529.44,792.21,0,0
45,26.48,25.66,6180,One Year,1,Fiber Optic,59.14,1,1,25433,3,0,1,1,10,611.15,89.03,277.64,977.82,0,0
37,57.7,0.0,3928,Month-to-Month,1,Fiber Optic,63.63,0,0,54510,5,1,1,1,8,527.38,66.5,0.0,593.88,0,1
50,4.92,41.22,3108,One Year,0,Fiber Optic,126.22,0,1,82919,4,0,0,0,6,752.19,0.0,243.86,985.82,0,0
64,39.05,38.96,2810,Month-to-Month,1,DSL,67.91,0,0,88996,5,1,0,0,64,4279.61,14.85,2322.23,6616.69,1,1
53,39.99,0.0,2040,Month-to-Month,0,Fiber Optic,42.57,0,0,75588,3,0,0,0,8,367.06,0.0,0.0,367.06,0,0
26,38.97,30.46,5266,Month-to-Month,0,Fiber Optic,97.93,0,1,20240,4,0,0,0,31,2908.52,0.0,911.38,3819.9,0,0
53,0.0,21.96,4319,Two Year,0,Fiber Optic,33.59,0,0,78840,2,0,0,0,7,241.11,0.0,162.62,403.73,0,0
29,14.76,0.0,6068,One Year,1,DSL,150.14,0,1,82093,2,0,1,0,71,11308.1,0.0,0.0,11308.1,0,1
53,29.79,17.95,5244,Two Year,1,Fiber Optic,30.91,1,1,95943,1,0,1,1,30,888.61,0.0,562.59,1451.2,1,0
34,4.91,18.79,3836,Month-to-Month,0,Fiber Optic,59.23,0,0,13661,3,0,0,0,1,62.75,70.26,20.26,109.6,0,0
25,8.66,32.53,2051,One Year,1,Cable,10.0,0,0,46831,4,1,0,0,36,367.77,0.0,1111.57,1479.34,0,0
50,0.0,27.15,3274,Two Year,0,Fiber Optic,76.75,0,1,53697,1,0,0,0,2,158.41,0.0,55.5,205.29,0,1
50,33.98,0.0,2347,One Year,1,Cable,46.17,0,0,43825,3,1,0,0,10,430.09,8.93,0.0,439.02,0,1
42,19.8,42.37,3601,Two Year,1,Fiber Optic,87.45,1,1,77646,5,0,0,0,47,4515.64,0.0,1904.52,6420.16,1,0
43,29.04,42.1,3533,Month-to-Month,1,Fiber Optic,115.45,0,1,38466,5,1,1,1,50,6002.27,85.17,2150.73,8197.92,0,0
35,0.0,46.24,5314,Month-to-Month,0,Fiber Optic,104.6,0,0,55966,4,0,0,0,29,3175.04,0.0,1256.36,4431.4,0,1
44,27.83,16.61,5685,One Year,1,DSL,40.99,0,0,72825,2,1,1,0,32,1203.11,0.0,509.74,1712.85,0,1
54,10.53,4.32,6210,Two Year,0,Fiber Optic,85.56,0,0,96643,1,0,0,0,37,3358.07,0.0,145.52,3503.59,0,0
39,0.0,19.44,3003,Month-to-Month,1,Fiber Optic,97.16,0,1,67737,5,0,1,1,18,1675.32,0.0,359.33,2034.65,1,1
53,0.0,0.46,4293,Month-to-Month,0,Fiber Optic,48.92,0,0,89561,1,0,0,0,49,2482.23,0.0,22.76,2504.99,0,1
52,0.0,6.96,4196,Two Year,0,Fiber Optic,69.71,0,0,29677,1,0,0,0,50,3179.31,0.0,315.54,3494.85,0,0
66,45.32,2.87,5743,Month-to-Month,1,DSL,46.11,0,0,71324,5,0,1,1,25,1079.83,0.0,73.94,1153.77,1,0
18,9.49,0.0,5051,One Year,1,Fiber Optic,107.32,0,0,95833,2,0,0,1,46,5366.04,0.0,0.0,5366.04,0,0
48,20.74,12.65,6333,One Year,0,Fiber Optic,65.6,0,0,11104,4,0,0,0,16,1137.44,0.0,211.96,1349.4,0,0
49,0.29,0.0,3236,One Year,0,Fiber Optic,64.75,0,0,68482,3,0,0,0,49,3309.32,73.76,0.0,3359.71,0,0
21,9.44,4.81,6378,Two Year,1,Fiber Optic,82.28,1,1,72454,1,0,0,1,26,2093.86,0.0,129.78,2223.64,0,0
47,41.76,8.9,6226,Two Year,0,Fiber Optic,58.83,0,0,64988,5,0,0,0,57,3487.05,0.0,473.4,3960.45,0,0
27,10.69,0.0,2399,Month-to-Month,1,Fiber Optic,76.53,0,0,33014,2,1,0,0,10,703.82,0.0,0.0,687.77,0,0
63,13.89,27.43,4943,Month-to-Month,0,Fiber Optic,53.4,0,1,62254,1,0,0,0,55,2905.62,0.0,1582.08,4487.7,0,0
48,23.99,28.11,5885,Two Year,0,Fiber Optic,85.29,0,0,40424,3,0,0,0,59,5126.23,0.0,1667.78,6794.01,0,0
18,20.39,0.0,4863,Month-to-Month,0,Fiber Optic,96.9,0,0,85721,1,0,0,0,2,195.15,0.0,0.0,195.15,0,0
30,11.47,35.12,3503,Month-to-Month,0,Fiber Optic,98.89,0,1,34122,4,0,0,0,21,2055.71,0.0,663.98,2719.69,0,0
72,25.99,0.0,2123,Two Year,1,DSL,96.95,1,1,9751,4,0,1,0,25,2219.94,0.0,0.0,2219.94,0,0
43,24.8,0.0,2436,Two Year,1,Fiber Optic,24.61,0,0,54442,5,1,0,0,30,691.25,18.53,0.0,709.78,1,0
18,65.43,29.72,4454,Month-to-Month,1,DSL,55.04,0,1,59915,2,0,0,1,12,596.35,0.0,344.42,940.77,1,0
54,0.0,33.46,4827,One Year,0,Fiber Optic,76.03,0,0,94528,1,0,0,0,36,2532.28,0.0,1276.47,3808.75,0,0
50,3.77,13.95,2846,One Year,1,DSL,143.68,0,0,35026,5,0,1,0,66,9431.27,77.82,985.76,10494.85,0,0
70,37.41,43.73,4317,Two Year,1,Fiber Optic,57.16,0,0,17349,1,0,1,1,5,281.85,0.0,217.95,499.8,1,0
67,38.08,0.0,5955,Two Year,1,DSL,125.44,0,0,82561,2,1,1,1,60,7680.22,0.0,0.0,7680.22,1,0
37,43.16,16.57,5485,Two Year,1,Fiber Optic,99.02,0,0,58802,5,1,1,0,1,96.3,84.07,15.07,195.44,1,0
37,19.25,42.51,2566,Month-to-Month,1,Cable,34.77,1,1,60410,5,1,0,1,21,731.64,0.0,867.81,1599.45,1,1
18,28.55,0.0,4921,Month-to-Month,1,Fiber Optic,105.11,0,0,19199,1,1,0,1,100,10523.93,0.0,0.0,10523.93,0,0
26,54.27,1.51,5814,Month-to-Month,1,Fiber Optic,104.27,0,1,70678,4,0,0,0,1,98.76,14.18,1.45,114.39,1,0
57,14.11,30.31,2573,One Year,1,Fiber Optic,106.0,0,1,59366,2,1,1,0,1,101.56,0.0,29.09,130.65,1,0
35,34.14,0.0,3021,Month-to-Month,0,Fiber Optic,98.2,0,1,79594,2,0,0,0,19,2015.3,38.55,0.0,2053.85,0,0
37,0.0,0.76,4105,Two Year,1,Cable,91.98,1,1,39129,5,1,0,1,26,2154.07,0.0,18.64,2172.71,0,0
56,4.9,15.02,4229,One Year,0,Fiber Optic,87.34,0,1,54282,1,0,0,0,55,4623.17,0.0,797.17,5420.34,0,0
34,27.48,35.02,3748,One Year,1,Fiber Optic,41.59,0,1,34081,4,0,0,1,40,1764.98,0.0,1355.34,3120.32,1,0
55,29.82,6.89,6316,Month-to-Month,1,Fiber Optic,49.3,0,1,33329,4,0,0,0,51,2684.34,0.0,349.13,3033.47,1,0
66,51.85,4.01,6311,Month-to-Month,0,Fiber Optic,74.89,0,0,47568,4,0,0,0,35,2830.2,0.0,131.69,2961.89,0,0
42,0.0,21.29,2412,Month-to-Month,0,Fiber Optic,93.4,0,0,61863,5,0,0,0,74,6816.63,0.0,1523.69,8340.32,0,1
40,30.56,0.0,5354,One Year,1,Fiber Optic,90.51,0,1,96009,2,0,0,1,19,1809.77,0.0,0.0,1794.25,0,0
18,16.97,2.4,3950,Month-to-Month,1,Fiber Optic,67.71,0,1,20297,5,1,0,1,4,245.48,0.0,10.51,255.99,1,0
18,31.23,36.45,6329,Month-to-Month,0,Fiber Optic,98.12,0,0,91966,3,0,0,0,16,1422.96,0.0,591.05,2014.01,0,1
57,0.0,0.0,4314,Two Year,1,Fiber Optic,127.55,0,1,2763,3,0,0,1,17,2239.45,0.0,0.0,2239.45,1,0
39,0.0,0.0,4587,Two Year,1,DSL,60.07,0,1,68531,2,0,1,1,1,62.62,0.0,0.0,62.62,0,1
42,53.36,31.9,4033,Month-to-Month,1,Cable,23.94,1,1,86739,4,0,1,1,56,1242.96,0.0,1900.94,3101.44,0,1
44,27.14,7.38,5314,Month-to-Month,1,Fiber Optic,94.21,0,0,77558,5,1,0,1,12,1051.53,0.0,84.01,1132.37,0,0
38,4.91,45.19,3416,Two Year,1,Fiber Optic,86.49,0,0,7684,5,0,1,0,38,3557.58,0.0,1568.87,5105.34,0,0
54,28.04,33.89,4042,Month-to-Month,1,DSL,44.94,1,1,28093,4,0,0,0,75,3452.37,69.08,2426.54,5947.99,1,1
36,12.55,25.84,2755,Two Year,0,Fiber Optic,56.71,0,0,39847,4,0,0,0,1,55.96,0.0,27.84,83.8,0,0
81,0.0,2.88,5471,Two Year,0,Fiber Optic,32.01,0,1,41781,2,0,0,0,1,33.37,0.0,2.98,36.35,0,0
46,0.0,0.0,3565,Month-to-Month,1,Fiber Optic,43.91,0,0,30776,2,1,1,1,49,2166.86,0.0,0.0,2166.86,0,1
39,0.0,0.0,4314,Month-to-Month,1,Fiber Optic,118.45,1,1,2081,4,0,1,1,36,4239.91,62.63,0.0,4302.54,0,0
42,27.03,2.93,2744,One Year,1,DSL,58.5,0,0,75851,1,0,0,0,53,3298.42,0.0,145.69,3444.11,1,0
37,4.7,13.08,4951,Month-to-Month,1,DSL,30.03,1,1,96901,2,1,0,0,62,1714.28,0.0,842.93,2557.21,1,0
43,0.0,0.0,4167,Two Year,0,Fiber Optic,28.24,1,1,24656,3,0,0,0,12,310.71,0.0,0.0,310.71,0,0
39,0.93,16.68,3155,Month-to-Month,0,Fiber Optic,93.17,0,1,52159,5,0,0,0,52,5110.94,3.34,851.62,5965.9,0,0
50,34.14,17.61,2427,Month-to-Month,0,Fiber Optic,10.0,0,0,41454,4,0,0,0,18,196.29,0.0,306.0,502.29,0,1
61,14.6,47.69,4841,One Year,1,DSL,10.0,1,1,93343,1,1,0,1,58,544.93,22.33,2604.31,3171.57,1,0
51,0.4,0.0,4385,Month-to-Month,0,Fiber Optic,80.65,0,1,30159,4,0,0,0,1,79.64,43.84,0.0,123.48,0,1
37,38.45,36.6,5738,Month-to-Month,1,Fiber Optic,81.55,0,0,30702,1,0,1,0,1,80.74,0.0,35.2,115.94,1,0
78,33.05,10.2,4134,Two Year,0,Fiber Optic,10.0,0,0,29824,3,0,0,0,1,10.15,0.0,10.07,20.22,0,0
55,51.82,31.76,2595,Two Year,1,Fiber Optic,88.08,0,1,61264,4,0,0,1,35,3174.99,0.0,1110.75,4285.74,0,1
67,0.0,44.77,5693,Month-to-Month,1,Fiber Optic,62.72,1,1,66257,4,1,0,1,13,737.43,0.0,609.71,1347.14,0,0
28,54.38,0.0,5228,Month-to-Month,1,Fiber Optic,37.55,0,0,8690,2,1,1,0,27,968.66,0.0,0.0,968.66,1,0
57,12.53,41.06,4451,One Year,1,Fiber Optic,106.99,0,0,14726,5,1,1,1,23,2291.17,0.0,933.34,3224.51,1,0
40,0.0,28.3,5648,Month-to-Month,0,Fiber Optic,66.35,1,1,84852,4,0,0,0,74,4746.75,0.0,2292.87,7039.62,0,0
33,18.8,0.0,2963,One Year,0,Fiber Optic,88.23,0,0,14454,3,0,0,0,16,1295.87,0.0,0.0,1295.87,0,0
81,0.0,0.0,3749,Month-to-Month,1,Fiber Optic,91.17,0,0,73781,2,0,0,0,77,7696.68,0.0,0.0,7696.68,0,0
62,21.81,2.89,5203,Month-to-Month,0,Fiber Optic,42.61,1,1,80952,5,0,0,0,25,1128.19,0.0,74.26,1202.45,0,0
18,0.0,20.97,4391,Two Year,1,Fiber Optic,80.17,0,1,4765,4,0,0,1,1,84.64,0.0,20.43,105.07,0,1
21,28.07,39.6,2739,Month-to-Month,1,Fiber Optic,93.45,0,0,86512,3,1,0,0,38,3518.29,0.0,1432.45,4950.74,1,1
55,8.52,0.31,2598,Month-to-Month,0,Fiber Optic,10.71,1,1,72230,3,0,0,0,44,433.24,0.0,13.99,447.23,0,0
47,13.07,0.0,2683,Month-to-Month,0,Fiber Optic,35.89,1,1,83111,1,0,0,0,32,1132.86,0.0,0.0,1132.86,0,0
47,0.0,17.89,4087,Two Year,1,DSL,45.14,0,0,77740,5,0,1,1,31,1421.58,0.0,609.21,2030.79,0,0
38,49.6,10.6,3498,Month-to-Month,0,Fiber Optic,60.46,0,0,10675,3,0,0,0,29,1652.55,0.0,309.02,1961.57,0,0
29,0.0,0.0,3045,Two Year,1,Cable,66.41,0,0,31628,4,1,0,0,44,2651.45,0.0,0.0,2651.45,1,1
34,67.68,0.0,4204,Month-to-Month,0,Fiber Optic,49.3,1,1,46461,2,0,0,0,34,1812.6,0.0,0.0,1812.6,0,0
71,34.81,0.0,6429,Two Year,1,Cable,41.3,1,1,99295,2,1,1,1,1,39.27,0.0,0.0,39.27,0,0
78,0.0,0.0,5724,Two Year,0,Fiber Optic,92.96,0,0,18649,1,0,0,0,1,95.18,0.0,0.0,78.13,0,0
28,0.0,0.0,6420,One Year,1,Fiber Optic,46.02,0,1,100535,3,0,1,1,20,847.26,0.0,0.0,847.26,0,0
68,21.29,43.58,5629,Two Year,1,Fiber Optic,63.83,0,1,86476,3,1,0,0,53,3575.49,89.2,2493.15,6157.84,0,0
51,18.66,34.82,2281,Month-to-Month,1,Fiber Optic,68.83,0,1,41544,2,0,0,1,47,3111.72,70.48,1684.45,4866.65,1,0
38,39.99,0.0,5830,Month-to-Month,0,Fiber Optic,54.71,0,0,9691,4,0,0,0,51,2527.53,0.0,0.0,2527.53,0,0
51,62.87,11.0,4960,Month-to-Month,1,Fiber Optic,97.05,0,0,11697,4,1,1,1,15,1402.44,24.98,176.02,1603.44,1,0
48,22.46,33.84,6368,Month-to-Month,0,Fiber Optic,71.13,0,0,71292,2,0,0,0,38,2808.97,0.0,1390.67,4199.64,0,0
49,26.4,30.71,5644,Month-to-Month,0,Fiber Optic,95.32,0,1,77993,3,0,0,0,1,93.57,0.0,32.08,125.65,0,0
39,0.0,45.3,6498,Two Year,0,Fiber Optic,114.53,0,1,34638,3,0,0,0,34,3861.72,0.0,1595.98,5457.7,0,0
29,40.31,17.44,2998,One Year,0,Fiber Optic,64.51,1,1,51622,5,0,0,0,6,348.65,0.0,94.65,443.3,0,0
33,0.0,32.03,4625,Two Year,1,Fiber Optic,111.23,0,0,6163,5,0,0,1,1,121.83,0.0,31.09,152.92,1,0
47,11.81,18.17,5101,Month-to-Month,1,DSL,105.28,0,0,35861,5,1,0,0,40,4587.24,0.0,736.72,5323.96,0,0
55,46.06,48.57,5366,Month-to-Month,0,Fiber Optic,69.02,0,1,34192,2,0,0,0,1,71.63,0.0,45.54,117.17,0,0
36,18.19,42.16,6142,Month-to-Month,0,Fiber Optic,110.02,0,1,99330,4,0,0,0,62,7187.6,0.0,2714.24,9901.84,0,0
18,20.54,38.88,3220,Month-to-Month,1,Cable,74.97,1,1,85108,4,0,0,1,15,1214.42,0.0,551.52,1765.94,0,0
35,0.0,0.0,2800,One Year,1,DSL,54.89,1,1,39470,3,1,1,1,30,1690.6,0.0,0.0,1690.6,0,0
31,46.53,35.48,5323,One Year,1,Cable,50.78,0,0,46014,1,1,0,0,1,49.56,0.0,36.73,86.29,1,0
76,39.53,0.59,4140,One Year,1,DSL,71.57,0,0,94251,5,0,0,0,2,141.08,99.27,1.27,241.62,1,1
49,40.19,17.98,2446,Month-to-Month,1,Fiber Optic,95.21,0,1,9348,1,0,1,0,39,3659.09,0.0,657.33,4316.42,0,0
44,22.97,0.0,3937,Month-to-Month,0,Fiber Optic,88.72,0,1,58211,5,0,0,0,30,2835.95,0.0,0.0,2835.95,0,0
52,6.46,0.0,4775,One Year,0,Fiber Optic,57.62,0,0,46355,1,0,0,0,1,52.47,0.0,0.0,52.47,0,1
38,48.25,49.73,2787,Month-to-Month,1,Fiber Optic,64.43,0,0,73619,5,0,0,0,16,942.16,0.0,841.81,1783.97,1,0
24,35.97,13.89,4689,Month-to-Month,1,Fiber Optic,75.72,0,0,85115,4,1,1,0,29,2306.29,0.0,424.54,2718.7,1,1
39,0.0,47.91,2691,Month-to-Month,0,Fiber Optic,61.11,1,1,19762,1,0,0,0,12,697.45,0.0,556.49,1253.94,0,0
81,36.12,46.38,5321,One Year,0,Fiber Optic,96.88,0,0,16801,2,0,0,0,1,95.32,0.0,42.22,132.24,0,1
52,30.8,19.97,3658,Two Year,0,Fiber Optic,74.33,0,0,41150,3,0,0,0,1,71.09,0.0,21.39,92.48,0,0
29,0.0,8.49,5236,One Year,1,Cable,34.05,1,1,84757,5,1,0,1,48,1763.16,0.0,427.11,2190.27,0,1
60,39.86,0.0,5420,One Year,1,DSL,50.41,0,0,33522,3,1,1,0,8,396.47,0.0,0.0,396.47,0,0
21,55.58,0.0,6065,One Year,1,Fiber Optic,94.27,0,0,11752,1,0,0,0,45,4381.43,0.0,0.0,4381.43,0,1
66,20.08,49.36,2751,One Year,1,Cable,38.16,0,0,34873,5,1,1,0,51,1794.86,0.0,2578.21,4373.07,0,1
39,46.45,41.29,3263,Month-to-Month,1,DSL,62.81,1,1,17010,2,0,0,0,41,2744.65,0.0,1545.91,4268.24,1,1
65,67.69,10.17,5113,Month-to-Month,1,DSL,78.22,1,1,76357,3,1,0,1,34,2847.57,1.98,346.21,3195.76,0,0
53,44.12,25.14,4146,Month-to-Month,0,Fiber Optic,85.28,0,1,31600,1,0,0,0,55,4632.86,0.0,1440.22,6073.08,0,1
39,8.69,0.0,2143,Month-to-Month,1,DSL,50.07,0,0,71664,2,0,1,1,57,2733.3,14.94,0.0,2748.24,1,0
68,2.48,28.59,4218,Two Year,1,DSL,71.73,0,0,94361,1,1,1,1,24,1615.18,0.0,739.42,2354.6,1,1
29,15.65,48.23,2973,Month-to-Month,1,Fiber Optic,49.38,0,1,569,5,1,0,1,25,1292.46,0.0,1278.32,2570.78,0,0
47,23.77,0.0,4006,One Year,0,Fiber Optic,87.02,0,1,13888,3,0,0,0,5,434.25,0.0,0.0,404.11,0,0
55,0.0,26.35,2878,Month-to-Month,0,Fiber Optic,89.22,1,1,66878,2,0,0,0,14,1145.58,0.0,372.43,1518.01,0,1
55,3.45,15.07,4535,Two Year,0,Fiber Optic,36.03,0,1,16181,2,0,0,0,21,762.86,0.0,300.78,1063.64,0,1
37,40.96,0.18,4639,Month-to-Month,0,Fiber Optic,81.9,0,0,66620,5,0,0,0,10,810.55,45.54,1.8,857.89,0,1
50,10.06,21.45,4166,Two Year,1,Cable,107.06,0,0,48106,2,1,0,1,26,2816.6,0.0,507.32,3323.92,0,0
31,53.19,17.08,3857,Month-to-Month,0,Fiber Optic,33.63,0,0,24220,1,0,0,0,64,2243.03,0.0,1078.93,3319.98,0,0
18,0.0,21.55,5329,Two Year,1,Fiber Optic,55.8,0,0,85473,5,1,0,0,80,4653.6,51.07,1675.56,6380.23,1,0
38,0.0,0.99,2964,Month-to-Month,1,DSL,10.7,0,0,53625,5,1,1,0,42,446.82,0.0,38.79,485.61,1,0
47,0.0,46.21,4724,Two Year,0,Fiber Optic,63.5,1,1,53047,2,0,0,0,34,2112.7,0.0,1688.14,3800.84,0,1
36,30.88,32.24,6129,Month-to-Month,0,Fiber Optic,64.6,0,1,44449,2,0,0,0,23,1482.12,0.0,751.53,2233.65,0,0
36,4.46,0.0,5262,Two Year,0,Fiber Optic,93.45,0,0,21028,5,0,0,0,34,3111.57,0.0,0.0,3111.57,0,0
35,11.14,28.88,3501,Two Year,1,Fiber Optic,35.6,1,1,18744,5,0,0,0,46,1487.46,0.0,1335.62,2823.08,0,0
28,7.65,42.63,4981,Month-to-Month,0,Fiber Optic,35.58,1,1,82090,3,0,0,0,32,1134.36,0.0,1390.07,2524.43,0,0
58,16.0,42.99,6142,Two Year,1,Fiber Optic,92.85,1,1,79287,1,0,1,0,1,92.72,0.0,46.6,139.32,0,0
34,7.73,8.61,2318,Two Year,1,DSL,52.92,1,1,56707,3,0,1,0,42,2096.37,0.0,384.51,2480.88,0,0
73,21.12,33.69,2800,Two Year,0,Fiber Optic,79.11,1,1,56787,3,0,0,0,29,2195.33,27.83,920.03,3143.19,0,1
27,20.24,19.17,3866,Two Year,0,Fiber Optic,80.95,1,1,8918,1,0,0,0,9,689.65,71.16,184.81,945.62,0,0
72,3.27,48.86,2580,Month-to-Month,1,DSL,57.59,0,0,21245,3,1,0,1,19,1059.14,99.97,841.03,2000.14,1,0
35,0.0,8.96,2142,Month-to-Month,1,Fiber Optic,20.42,1,1,818,1,1,1,1,98,1846.56,0.0,819.32,2665.88,1,0
55,35.34,8.87,2794,Month-to-Month,0,Fiber Optic,86.17,0,0,15556,5,0,0,0,53,4467.44,0.0,476.19,4943.63,0,0
81,41.96,33.59,4470,Two Year,0,Fiber Optic,102.18,0,0,29043,2,0,0,0,14,1545.67,15.57,464.73,2025.97,0,1
48,12.17,15.88,3277,One Year,0,Fiber Optic,20.05,0,0,76833,4,0,0,0,25,501.56,8.19,425.46,935.21,0,0
47,9.95,27.5,5424,Month-to-Month,0,Fiber Optic,65.5,0,1,81380,2,0,0,0,34,2361.11,0.0,916.73,3277.84,0,0
34,0.0,39.13,4880,Month-to-Month,1,DSL,28.98,0,1,3036,4,0,0,1,35,952.16,0.0,1248.13,2200.29,0,0
50,37.31,0.0,3601,Month-to-Month,1,Fiber Optic,38.94,0,0,17308,1,1,1,0,74,3059.8,83.72,0.0,3143.52,1,1
50,11.27,19.47,3145,One Year,1,Fiber Optic,60.61,0,1,81381,3,1,0,1,28,1579.4,89.49,495.39,2164.28,0,0
34,41.42,0.0,2936,Two Year,1,Fiber Optic,101.24,1,1,85329,5,0,0,1,47,4723.52,0.0,0.0,4723.52,0,0
61,13.39,1.44,4431,Two Year,0,Fiber Optic,42.38,0,0,52266,3,0,0,0,26,1030.62,0.0,40.1,1070.72,0,0
32,27.05,25.29,2987,Two Year,0,Fiber Optic,45.12,1,1,38553,5,0,0,0,11,491.77,0.0,266.5,758.27,0,1
59,32.76,49.01,3621,One Year,1,Fiber Optic,25.23,1,1,60302,1,1,1,0,1,23.26,0.0,44.44,67.7,0,1
48,0.0,16.29,3768,Two Year,1,DSL,47.97,0,0,49298,3,0,1,1,78,4099.91,6.25,1357.85,5464.01,1,0
52,17.93,13.4,3600,Month-to-Month,0,Fiber Optic,93.94,0,0,23683,1,0,0,0,35,3349.34,0.0,470.34,3819.68,0,1
38,39.68,27.99,3979,One Year,1,DSL,38.22,0,1,93403,4,0,0,1,53,1895.07,3.06,1454.28,3352.41,0,1
36,55.95,33.77,6391,Two Year,0,Fiber Optic,50.2,0,1,28666,4,0,0,0,6,319.99,0.0,183.85,503.84,0,0
18,42.56,3.84,3312,Month-to-Month,0,Fiber Optic,56.37,1,1,85330,2,0,0,0,4,240.7,18.47,16.8,275.97,0,0
59,20.28,0.0,3608,Two Year,0,Fiber Optic,25.43,1,1,28017,5,0,0,0,21,534.5,23.3,0.0,557.8,0,1
22,28.46,0.0,2868,Month-to-Month,0,Fiber Optic,59.85,0,1,7352,3,0,0,0,42,2564.13,0.0,0.0,2564.13,0,0
33,11.42,26.78,6471,Month-to-Month,0,Fiber Optic,92.12,0,1,38918,5,0,0,0,9,747.2,0.0,263.36,1010.56,0,0
26,15.95,0.0,6478,Month-to-Month,1,Fiber Optic,32.94,0,0,15572,5,0,0,1,35,1197.11,0.0,0.0,1197.11,1,0
53,28.82,0.0,4567,Month-to-Month,0,Fiber Optic,68.12,1,1,7477,2,0,0,0,34,2190.47,36.72,0.0,2227.19,0,1
36,18.91,0.0,4939,Month-to-Month,1,Fiber Optic,33.22,0,0,56731,4,0,1,0,63,2121.09,0.0,0.0,2121.09,1,1
58,20.89,38.91,4013,Month-to-Month,0,Fiber Optic,58.78,0,0,5522,1,0,0,0,1,57.46,0.0,39.57,97.03,0,1
30,12.72,38.05,4411,Month-to-Month,1,DSL,36.61,1,1,32601,2,0,0,0,50,1750.45,0.0,1892.27,3642.72,0,1
23,4.63,0.0,4788,Month-to-Month,1,DSL,22.89,0,1,76123,5,1,1,1,15,318.81,0.0,0.0,318.81,1,0
61,37.11,26.19,2756,Two Year,1,Fiber Optic,64.5,1,1,6445,1,0,1,0,23,1587.09,0.0,652.3,2239.39,1,0
24,28.83,13.79,3378,Two Year,0,Fiber Optic,64.44,0,0,89860,3,0,0,0,59,3530.1,79.69,894.02,4503.81,0,0
50,29.17,39.47,4040,Month-to-Month,1,Fiber Optic,79.98,0,0,18902,5,0,1,0,68,5660.91,0.0,2518.58,8179.49,1,0
42,10.13,0.0,2999,Month-to-Month,0,Fiber Optic,75.84,0,0,19563,1,0,0,0,38,3084.4,0.0,0.0,3047.08,0,0
39,0.0,0.0,5836,One Year,0,Fiber Optic,35.2,1,1,86699,2,0,0,0,63,2334.67,3.92,0.0,2338.59,0,1
47,61.02,0.0,2432,Two Year,0,Fiber Optic,86.51,0,0,81899,5,0,0,0,68,5548.42,0.0,0.0,5548.42,0,0
34,31.87,0.0,4271,Month-to-Month,0,Fiber Optic,75.26,0,1,37337,3,0,0,0,51,4026.93,80.39,0.0,4107.32,0,0
54,6.05,0.0,4168,One Year,0,Fiber Optic,61.07,0,1,61696,4,0,0,0,62,4013.4,0.0,0.0,4013.4,0,1
38,10.99,44.23,4641,Month-to-Month,1,DSL,30.21,0,0,38869,5,0,1,0,38,1060.58,0.0,1558.14,2618.72,0,0
78,0.0,0.0,3133,Two Year,1,Fiber Optic,23.79,0,0,20430,3,1,0,0,6,139.7,0.0,0.0,113.46,0,0
